"STAGE_ID","GAME_ID","GAME_DATE","GAME_DOW","TEAM_ID","HOME_AWAY_FLAG","GOALS_FOR","GOALS_AGAINST","GOALS_FOR_LAST_X","GOALS_AGAINST_LAST_X","GAME_COUNT_LAST_X","DAYS_SINCE_LAST_GAME","DAYS_UNTIL_END_OF_SEASON"
49443,144,26-OCT-05,4,9,"A",3,4,35,37,3,2,174
49447,148,26-OCT-05,4,11,"A",1,4,24,30,3,3,174
49452,153,27-OCT-05,5,35,"A",2,6,38,28,3,2,173
49457,158,28-OCT-05,6,21,"A",1,2,33,23,3,3,172
49459,160,28-OCT-05,6,18,"A",5,3,23,36,2,3,172
49463,164,28-OCT-05,6,36,"A",2,4,23,42,2,2,172
49464,165,29-OCT-05,7,35,"A",3,4,37,32,3,2,171
49465,166,29-OCT-05,7,24,"A",5,4,31,36,3,1,171
49466,167,29-OCT-05,7,11,"A",2,3,21,30,4,2,171
49467,168,29-OCT-05,7,33,"A",3,2,29,24,2,1,171
49471,172,29-OCT-05,7,26,"A",5,2,30,24,2,2,171
49473,174,29-OCT-05,7,10,"A",6,4,30,28,3,1,171
49474,175,29-OCT-05,7,16,"A",5,3,29,36,3,1,171
49477,178,30-OCT-05,1,29,"A",2,3,28,32,4,1,170
49481,182,01-NOV-05,3,19,"A",4,5,24,30,3,1,168
49483,184,01-NOV-05,3,9,"A",3,4,35,35,3,3,168
49484,185,01-NOV-05,3,21,"A",0,3,30,21,3,3,168
49485,186,01-NOV-05,3,13,"A",1,4,28,38,3,3,168
49486,187,01-NOV-05,3,15,"A",1,5,20,32,3,3,168
49487,188,01-NOV-05,3,23,"A",1,4,33,27,3,3,168
49488,189,01-NOV-05,3,37,"A",6,4,31,43,3,3,168
49490,191,02-NOV-05,4,13,"A",6,5,23,39,3,1,167
49491,192,02-NOV-05,4,27,"A",10,4,44,22,3,3,167
49492,193,02-NOV-05,4,20,"A",6,3,36,25,2,4,167
49495,196,03-NOV-05,5,19,"A",1,4,27,33,3,2,166
49496,197,03-NOV-05,5,34,"A",3,4,36,35,3,3,166
49497,198,03-NOV-05,5,15,"A",1,2,18,35,3,2,166
49500,201,03-NOV-05,5,30,"A",5,1,37,48,3,2,166
49501,202,03-NOV-05,5,33,"A",2,4,34,29,3,2,166
49502,203,03-NOV-05,5,36,"A",1,8,22,44,1,6,166
49503,204,03-NOV-05,5,20,"A",0,4,40,27,3,1,166
49505,206,04-NOV-05,6,37,"A",2,3,30,44,2,3,165
49508,209,04-NOV-05,6,18,"A",7,2,29,33,4,1,165
49510,211,05-NOV-05,7,16,"A",3,2,36,37,3,1,164
49511,212,05-NOV-05,7,23,"A",2,3,30,30,3,3,164
49512,213,05-NOV-05,7,24,"A",2,3,31,40,3,2,164
49513,214,05-NOV-05,7,30,"A",3,6,36,42,3,2,164
49515,216,05-NOV-05,7,35,"A",0,1,40,28,3,1,164
49516,217,05-NOV-05,7,29,"A",4,1,28,27,3,2,164
49517,218,05-NOV-05,7,10,"A",2,3,32,35,3,1,164
49520,221,05-NOV-05,7,21,"A",3,1,24,24,3,3,164
49521,222,05-NOV-05,7,33,"A",3,5,34,29,3,2,164
49522,223,06-NOV-05,1,29,"A",1,2,32,26,3,1,163
49523,224,06-NOV-05,1,21,"A",4,3,24,20,3,1,163
49525,226,06-NOV-05,1,34,"A",4,5,35,34,3,1,163
49526,227,07-NOV-05,2,35,"A",3,4,35,26,3,2,162
49529,230,08-NOV-05,3,9,"A",3,4,38,34,3,3,161
49530,231,08-NOV-05,3,31,"A",2,5,23,30,3,3,161
49531,232,08-NOV-05,3,29,"A",4,2,31,28,3,2,161
49533,234,08-NOV-05,3,25,"A",4,1,26,41,3,3,161
49534,235,08-NOV-05,3,18,"A",2,3,34,33,4,1,161
49536,237,09-NOV-05,4,20,"A",4,5,38,27,3,4,160
49537,238,09-NOV-05,4,26,"A",4,3,29,25,3,2,160
49540,241,09-NOV-05,4,32,"A",1,3,26,45,3,3,160
49541,242,10-NOV-05,5,22,"A",2,3,34,28,3,2,159
49542,243,10-NOV-05,5,27,"A",5,2,50,21,2,5,159
49543,244,10-NOV-05,5,16,"A",3,5,37,35,3,3,159
49544,245,10-NOV-05,5,25,"A",2,3,29,37,3,2,159
49548,249,10-NOV-05,5,14,"A",5,3,43,31,3,2,159
49549,250,11-NOV-05,6,33,"A",2,5,33,34,3,1,158
49550,251,11-NOV-05,6,34,"A",2,5,33,40,3,3,158
49551,252,11-NOV-05,6,18,"A",3,1,33,32,3,3,158
49552,253,11-NOV-05,6,20,"A",4,2,39,31,2,2,158
49553,254,11-NOV-05,6,21,"A",1,3,20,25,3,3,158
49554,255,11-NOV-05,6,12,"A",1,0,45,26,2,2,158
49559,260,12-NOV-05,7,37,"A",9,0,35,36,3,1,157
49560,261,12-NOV-05,7,14,"A",3,5,46,31,3,2,157
49561,262,12-NOV-05,7,36,"A",2,3,26,39,3,1,157
49562,263,12-NOV-05,7,32,"A",1,3,25,46,3,2,157
49563,264,12-NOV-05,7,9,"A",2,5,37,35,3,2,157
49564,265,12-NOV-05,7,10,"A",1,6,33,37,3,1,157
49566,267,12-NOV-05,7,26,"A",6,1,32,27,4,2,157
49568,269,13-NOV-05,1,18,"A",1,3,35,30,3,2,156
49569,270,13-NOV-05,1,16,"A",3,1,39,30,3,1,156
49572,273,14-NOV-05,2,21,"A",2,3,18,26,2,3,155
49573,274,14-NOV-05,2,18,"A",5,2,35,26,4,1,155
49574,275,14-NOV-05,2,28,"A",2,5,47,33,3,2,155
49576,277,15-NOV-05,3,33,"A",3,4,33,37,4,1,154
49577,278,15-NOV-05,3,24,"A",1,4,29,36,3,3,154
49579,280,15-NOV-05,3,12,"A",2,1,36,29,3,3,154
49580,281,15-NOV-05,3,26,"A",1,2,34,23,3,3,154
49581,282,16-NOV-05,4,30,"A",3,2,31,38,4,2,153
49582,283,16-NOV-05,4,25,"A",7,3,28,34,3,2,153
49583,284,16-NOV-05,4,32,"A",2,0,24,46,3,4,153
49587,288,16-NOV-05,4,35,"A",3,1,31,30,2,3,153
49589,290,17-NOV-05,5,34,"A",4,1,30,37,3,2,152
49590,291,17-NOV-05,5,36,"A",5,8,27,40,3,2,152
49591,292,17-NOV-05,5,26,"A",1,5,34,22,3,2,152
49592,293,17-NOV-05,5,35,"A",4,5,28,27,3,1,152
49593,294,17-NOV-05,5,19,"A",1,4,24,35,3,2,152
49595,296,18-NOV-05,6,37,"A",6,5,43,34,3,2,151
49597,298,18-NOV-05,6,15,"A",3,6,17,32,3,2,151
49598,299,18-NOV-05,6,14,"A",3,2,39,30,3,2,151
49600,301,19-NOV-05,7,29,"A",4,3,27,23,2,3,150
49601,302,19-NOV-05,7,10,"A",3,2,37,42,3,2,150
49603,304,19-NOV-05,7,13,"A",4,3,28,37,2,1,150
49605,306,19-NOV-05,7,14,"A",3,4,37,29,4,1,150
49606,307,19-NOV-05,7,23,"A",2,4,27,29,2,4,150
49607,308,19-NOV-05,7,36,"A",5,1,32,44,3,2,150
49608,309,19-NOV-05,7,12,"A",3,4,36,29,3,2,150
49611,312,19-NOV-05,7,37,"A",1,5,46,35,3,1,150
49612,313,20-NOV-05,1,33,"A",5,2,29,38,3,3,149
49613,314,20-NOV-05,1,35,"A",3,2,29,31,3,3,149
49616,317,21-NOV-05,2,11,"A",3,2,29,21,3,3,148
49617,318,21-NOV-05,2,31,"A",1,2,26,30,2,2,148
49618,319,22-NOV-05,3,26,"A",3,2,33,25,4,2,147
49619,320,22-NOV-05,3,37,"A",2,3,42,33,3,3,147
49621,322,22-NOV-05,3,33,"A",4,2,31,38,3,2,147
49622,323,22-NOV-05,3,7,"A",2,1,21,27,3,2,147
49625,326,22-NOV-05,3,13,"A",1,3,30,35,2,3,147
49626,327,23-NOV-05,4,10,"A",4,3,34,40,3,1,146
49627,328,23-NOV-05,4,33,"A",4,3,31,34,3,1,146
49628,329,23-NOV-05,4,23,"A",4,2,24,30,1,4,146
49629,330,23-NOV-05,4,31,"A",2,3,22,28,3,2,146
49630,331,23-NOV-05,4,7,"A",1,3,20,26,4,1,146
49633,334,23-NOV-05,4,18,"A",4,3,33,28,3,2,146
49635,336,24-NOV-05,5,26,"A",6,3,32,25,4,2,145
49636,337,24-NOV-05,5,20,"A",3,4,42,31,3,2,145
49637,338,24-NOV-05,5,31,"A",2,3,19,27,3,1,145
49638,339,25-NOV-05,6,34,"A",3,4,37,33,2,2,144
49639,340,25-NOV-05,6,18,"A",2,1,33,28,3,2,144
49640,341,25-NOV-05,6,28,"A",5,3,41,34,3,3,144
49642,343,25-NOV-05,6,14,"A",5,0,31,35,4,2,144
49646,347,25-NOV-05,6,32,"A",3,5,22,40,2,3,144
49648,349,25-NOV-05,6,24,"A",8,2,30,33,3,2,144
49649,350,26-NOV-05,7,22,"A",3,4,27,32,3,1,143
49650,351,26-NOV-05,7,36,"A",2,3,38,40,3,3,143
49651,352,26-NOV-05,7,19,"A",4,7,22,37,3,1,143
49654,355,26-NOV-05,7,9,"A",2,4,30,34,4,1,143
49655,356,26-NOV-05,7,25,"A",4,2,33,33,3,1,143
49656,357,26-NOV-05,7,35,"A",1,2,31,25,3,2,143
49658,359,26-NOV-05,7,15,"A",4,3,16,41,3,1,143
49659,360,27-NOV-05,1,37,"A",5,2,44,36,3,1,142
49660,361,27-NOV-05,1,35,"A",2,6,27,24,4,1,142
49661,362,27-NOV-05,1,13,"A",1,3,30,33,2,1,142
49664,365,28-NOV-05,2,34,"A",2,1,36,33,3,2,141
49665,366,28-NOV-05,2,17,"A",5,2,36,34,3,2,141
49666,367,29-NOV-05,3,12,"A",4,3,27,36,3,2,140
49667,368,29-NOV-05,3,14,"A",3,2,35,32,3,2,140
49668,369,29-NOV-05,3,9,"A",2,3,28,37,3,3,140
49669,370,29-NOV-05,3,11,"A",0,2,29,23,2,4,140
49671,372,29-NOV-05,3,22,"A",0,4,27,34,3,3,140
49675,376,30-NOV-05,4,31,"A",1,4,21,33,3,4,139
49676,377,30-NOV-05,4,29,"A",1,6,27,20,2,4,139
49677,378,30-NOV-05,4,24,"A",1,2,36,29,3,1,139
49679,380,30-NOV-05,4,14,"A",2,5,33,31,4,1,139
49680,381,01-DEC-05,5,10,"A",3,2,36,27,3,2,138
49682,383,01-DEC-05,5,27,"A",0,3,46,17,3,2,138
49685,386,01-DEC-05,5,36,"A",2,3,34,40,2,4,138
49686,387,01-DEC-05,5,21,"A",1,2,27,28,2,1,138
49687,388,01-DEC-05,5,30,"A",1,2,23,41,3,2,138
49688,389,01-DEC-05,5,15,"A",1,4,19,39,3,1,138
49689,390,02-DEC-05,6,12,"A",4,5,26,36,3,3,137
49690,391,02-DEC-05,6,13,"A",2,3,27,24,3,2,137
49692,393,02-DEC-05,6,20,"A",1,5,39,31,3,2,137
49693,394,03-DEC-05,7,9,"A",5,4,24,33,3,2,136
49694,395,03-DEC-05,7,13,"A",3,4,27,26,4,1,136
49697,398,03-DEC-05,7,37,"A",1,2,39,40,4,2,136
49698,399,03-DEC-05,7,20,"A",2,3,36,34,4,1,136
49699,400,03-DEC-05,7,12,"A",4,8,29,41,3,1,136
49700,401,03-DEC-05,7,11,"A",3,2,27,24,2,2,136
49703,404,04-DEC-05,1,10,"A",6,4,33,26,4,2,135
49704,405,04-DEC-05,1,25,"A",2,1,36,32,1,5,135
49706,407,05-DEC-05,2,27,"A",6,3,40,19,3,3,134
49707,408,05-DEC-05,2,21,"A",1,3,26,30,3,2,134
49708,409,05-DEC-05,2,37,"A",2,5,31,42,3,2,134
49712,413,06-DEC-05,3,37,"A",3,5,30,40,4,1,133
49713,414,06-DEC-05,3,25,"A",6,3,36,30,2,2,133
49714,415,06-DEC-05,3,20,"A",2,1,30,35,3,3,133
49715,416,07-DEC-05,4,26,"A",1,2,27,26,3,2,132
49717,418,07-DEC-05,4,19,"A",3,4,29,41,3,2,132
49718,419,07-DEC-05,4,11,"A",4,1,21,21,3,1,132
49719,420,07-DEC-05,4,23,"A",5,2,30,22,2,4,132
49722,423,08-DEC-05,5,12,"A",3,2,37,41,3,2,131
49723,424,08-DEC-05,5,26,"A",5,1,27,26,4,1,131
49724,425,08-DEC-05,5,18,"A",3,2,34,30,2,5,131
49725,426,08-DEC-05,5,21,"A",5,0,23,30,3,3,131
49726,427,08-DEC-05,5,19,"A",2,6,29,41,4,1,131
49728,429,09-DEC-05,6,14,"A",4,3,35,32,2,2,130
49729,430,09-DEC-05,6,27,"A",2,3,40,21,2,4,130
49732,433,10-DEC-05,7,27,"A",1,2,41,22,2,1,129
49733,434,10-DEC-05,7,26,"A",5,4,31,22,4,2,129
49735,436,10-DEC-05,7,19,"A",1,3,30,43,4,2,129
49736,437,10-DEC-05,7,7,"A",5,3,25,23,3,2,129
49738,439,10-DEC-05,7,14,"A",3,4,36,33,3,1,129
49739,440,10-DEC-05,7,12,"A",3,4,35,42,3,2,129
49741,442,10-DEC-05,7,16,"A",2,1,36,22,1,3,129
49743,444,11-DEC-05,1,24,"A",2,3,35,30,3,2,128
49744,445,11-DEC-05,1,13,"A",5,4,26,25,1,4,128
49745,446,11-DEC-05,1,10,"A",3,2,30,26,2,3,128
49746,447,12-DEC-05,2,27,"A",6,2,38,23,3,2,127
49749,450,13-DEC-05,3,18,"A",1,2,33,30,2,3,126
49751,452,13-DEC-05,3,13,"A",3,5,28,28,2,2,126
49752,453,13-DEC-05,3,28,"A",3,1,30,27,3,3,126
49753,454,13-DEC-05,3,23,"A",3,7,28,27,3,3,126
49754,455,13-DEC-05,3,29,"A",2,5,33,24,1,2,126
49755,456,13-DEC-05,3,21,"A",4,3,27,26,3,2,126
49756,457,13-DEC-05,3,35,"A",3,2,32,29,1,4,126
49757,458,13-DEC-05,3,30,"A",0,3,22,39,3,1,126
49762,463,15-DEC-05,5,37,"A",3,2,37,39,3,2,124
49763,464,15-DEC-05,5,15,"A",1,2,21,36,4,2,124
49764,465,15-DEC-05,5,22,"A",3,5,24,35,2,2,124
49765,466,15-DEC-05,5,9,"A",3,2,26,31,1,4,124
49766,467,15-DEC-05,5,13,"A",3,5,26,31,2,2,124
49767,468,15-DEC-05,5,16,"A",2,0,35,24,2,1,124
49770,471,16-DEC-05,6,10,"A",4,3,32,26,2,2,123
49771,472,16-DEC-05,6,20,"A",4,3,22,30,2,2,123
49772,473,16-DEC-05,6,32,"A",1,5,32,34,2,3,123
49775,476,17-DEC-05,7,18,"A",5,4,30,26,3,2,122
49776,477,17-DEC-05,7,19,"A",1,2,31,38,3,2,122
49777,478,17-DEC-05,7,30,"A",3,4,17,36,4,1,122
49779,480,17-DEC-05,7,9,"A",0,3,27,30,2,2,122
49781,482,17-DEC-05,7,15,"A",3,7,21,33,3,2,122
49782,483,17-DEC-05,7,14,"A",4,5,36,36,2,5,122
49783,484,17-DEC-05,7,34,"A",2,8,24,26,2,5,122
49784,485,17-DEC-05,7,28,"A",5,2,29,26,3,2,122
49785,486,17-DEC-05,7,17,"A",6,3,36,32,3,2,122
49787,488,18-DEC-05,1,31,"A",4,5,40,30,1,2,121
49790,491,19-DEC-05,2,10,"A",2,1,33,28,3,2,120
49792,493,19-DEC-05,2,11,"A",4,5,22,15,1,2,120
49793,494,19-DEC-05,2,16,"A",1,2,32,22,3,1,120
49794,495,19-DEC-05,2,25,"A",6,9,34,34,2,2,120
49795,496,20-DEC-05,3,15,"A",3,4,22,36,3,3,119
49796,497,20-DEC-05,3,27,"A",3,4,36,20,2,3,119
49799,500,20-DEC-05,3,24,"A",3,1,20,30,3,3,119
49800,501,20-DEC-05,3,32,"A",5,4,30,42,3,3,119
49802,503,21-DEC-05,4,16,"A",5,3,30,23,4,2,118
49803,504,21-DEC-05,4,20,"A",5,2,26,26,4,2,118
49804,505,21-DEC-05,4,23,"A",6,1,35,30,3,1,118
49806,507,21-DEC-05,4,24,"A",2,4,20,29,3,1,118
49808,509,22-DEC-05,5,36,"A",6,5,25,32,2,4,117
49809,510,22-DEC-05,5,34,"A",1,4,31,31,2,3,117
49810,511,22-DEC-05,5,21,"A",3,4,25,24,3,3,117
49813,514,22-DEC-05,5,27,"A",3,4,35,22,3,2,117
49814,515,22-DEC-05,5,31,"A",1,2,44,31,3,2,117
49815,516,23-DEC-05,6,17,"A",3,2,38,29,2,3,116
49816,517,23-DEC-05,6,32,"A",2,1,32,41,4,2,116
49819,520,23-DEC-05,6,23,"A",5,4,39,31,3,2,116
49820,521,23-DEC-05,6,29,"A",3,2,28,32,3,1,116
49821,522,23-DEC-05,6,20,"A",3,5,29,25,4,2,116
49822,523,23-DEC-05,6,14,"A",3,5,31,37,4,1,116
49824,525,23-DEC-05,6,27,"A",4,2,34,26,3,1,116
49826,527,23-DEC-05,6,10,"A",4,1,30,29,4,1,116
49828,529,23-DEC-05,6,22,"A",2,4,27,35,2,3,116
49829,530,26-DEC-05,2,13,"A",3,4,29,37,2,3,113
49830,531,26-DEC-05,2,12,"A",4,5,41,33,2,3,113
49832,533,26-DEC-05,2,22,"A",0,4,28,36,2,3,113
49833,534,26-DEC-05,2,25,"A",3,6,37,37,3,3,113
49835,536,26-DEC-05,2,21,"A",4,1,30,26,3,3,113
49836,537,26-DEC-05,2,31,"A",3,4,39,24,3,3,113
49839,540,26-DEC-05,2,24,"A",1,2,18,30,3,3,113
49840,541,26-DEC-05,2,11,"A",2,1,27,24,3,3,113
49841,542,27-DEC-05,3,34,"A",3,2,29,31,3,1,112
49842,543,27-DEC-05,3,9,"A",4,3,22,26,2,4,112
49843,544,27-DEC-05,3,23,"A",4,3,42,34,3,4,112
49844,545,27-DEC-05,3,17,"A",4,1,36,29,2,4,112
49845,546,28-DEC-05,4,28,"A",4,3,31,24,3,2,111
49847,548,28-DEC-05,4,32,"A",2,1,28,43,3,2,111
49848,549,28-DEC-05,4,20,"A",5,3,33,25,3,2,111
49851,552,28-DEC-05,4,36,"A",2,7,31,33,3,1,111
49852,553,28-DEC-05,4,26,"A",6,2,25,29,2,2,111
49853,554,28-DEC-05,4,12,"A",2,6,41,33,2,2,111
49854,555,28-DEC-05,4,29,"A",5,4,32,34,3,2,111
49855,556,28-DEC-05,4,22,"A",4,3,25,36,2,2,111
49857,558,29-DEC-05,5,28,"A",4,3,34,27,4,1,110
49858,559,29-DEC-05,5,20,"A",5,6,36,27,3,1,110
49860,561,29-DEC-05,5,21,"A",2,4,32,26,4,1,110
49864,565,30-DEC-05,6,15,"A",3,2,25,36,3,2,109
49865,566,30-DEC-05,6,23,"A",2,4,40,36,3,2,109
49867,568,30-DEC-05,6,25,"A",3,4,37,44,3,2,109
49868,569,30-DEC-05,6,14,"A",2,5,34,39,3,2,109
49869,570,30-DEC-05,6,9,"A",2,1,25,32,3,2,109
49871,572,31-DEC-05,7,7,"A",5,4,31,33,1,3,108
49872,573,31-DEC-05,7,28,"A",3,4,36,27,3,2,108
49873,574,31-DEC-05,7,22,"A",3,5,28,34,3,1,108
49874,575,31-DEC-05,7,18,"A",5,6,37,35,3,1,108
49877,578,31-DEC-05,7,35,"A",3,4,39,37,2,3,108
49878,579,31-DEC-05,7,34,"A",6,3,28,31,3,2,108
49879,580,31-DEC-05,7,14,"A",5,2,32,41,3,1,108
49880,581,01-JAN-06,1,19,"A",2,1,32,25,3,2,107
49882,583,01-JAN-06,1,37,"A",5,2,35,30,3,2,107
49883,584,02-JAN-06,2,16,"A",2,3,30,23,4,2,106
49884,585,02-JAN-06,2,30,"A",2,3,27,35,3,2,106
49886,587,02-JAN-06,2,28,"A",1,0,36,29,4,2,106
49887,588,02-JAN-06,2,13,"A",2,3,28,38,3,3,106
49889,590,02-JAN-06,2,35,"A",1,4,37,39,3,2,106
49890,591,03-JAN-06,3,33,"A",1,0,26,36,3,1,105
49894,595,03-JAN-06,3,30,"A",6,4,29,33,4,1,105
49896,597,04-JAN-06,4,19,"A",3,4,26,23,4,1,104
49897,598,04-JAN-06,4,37,"A",3,4,39,28,4,2,104
49898,599,04-JAN-06,4,35,"A",1,3,35,41,3,2,104
49899,600,04-JAN-06,4,23,"A",4,3,37,31,4,1,104
50023,1197,13-APR-06,5,7,"A",1,2,37,28,4,2,5
50024,1198,13-APR-06,5,28,"A",1,4,33,28,3,2,5
50025,1199,13-APR-06,5,21,"A",2,4,24,22,4,2,5
50027,1201,13-APR-06,5,26,"A",3,5,30,28,4,2,5
50028,1202,13-APR-06,5,35,"A",3,5,27,31,3,1,5
50029,1203,14-APR-06,6,33,"A",4,5,28,30,3,3,4
50030,1204,15-APR-06,7,21,"A",3,4,25,21,3,2,3
50032,1206,15-APR-06,7,14,"A",3,4,30,33,4,2,3
50033,1207,15-APR-06,7,36,"A",2,1,27,30,3,2,3
50036,1210,15-APR-06,7,9,"A",3,4,27,35,4,2,3
50038,1212,15-APR-06,7,10,"A",4,2,32,36,2,3,3
50039,1213,15-APR-06,7,29,"A",1,5,30,37,4,2,3
50040,1214,15-APR-06,7,26,"A",1,4,31,30,4,2,3
50041,1215,15-APR-06,7,7,"A",3,6,33,28,4,2,3
50044,1218,16-APR-06,1,34,"A",0,6,41,24,3,1,2
50045,1219,16-APR-06,1,15,"A",3,4,39,26,3,1,2
50046,1220,16-APR-06,1,28,"A",1,5,30,29,3,1,2
50047,1221,16-APR-06,1,29,"A",3,0,29,37,4,1,2
50048,1222,17-APR-06,2,16,"A",2,3,27,26,2,2,1
50050,1224,17-APR-06,2,11,"A",3,4,28,15,3,2,1
50051,1225,17-APR-06,2,25,"A",1,6,21,31,3,2,1
50052,1226,17-APR-06,2,20,"A",4,0,13,32,2,2,1
50054,1228,18-APR-06,3,16,"A",4,5,26,27,3,1,0
50058,1232,18-APR-06,3,24,"A",4,3,38,19,3,2,0
50059,1233,18-APR-06,3,17,"A",3,6,36,22,4,1,0
50060,1234,18-APR-06,3,28,"A",4,1,25,31,4,2,0
50061,1235,18-APR-06,3,27,"A",5,1,30,38,3,3,0
50062,1236,18-APR-06,3,36,"A",4,1,27,33,3,1,0
50193,1367,25-OCT-06,4,35,"A",5,0,24,24,3,2,165
50196,1370,25-OCT-06,4,20,"A",1,3,22,29,4,2,165
50198,1372,26-OCT-06,5,37,"A",2,3,38,24,4,1,164
50200,1374,26-OCT-06,5,19,"A",0,2,25,36,4,1,164
50203,1377,26-OCT-06,5,34,"A",2,7,33,36,3,2,164
50205,1379,26-OCT-06,5,12,"A",1,5,33,36,3,1,164
50208,1382,27-OCT-06,6,20,"A",0,2,20,28,3,2,163
50210,1384,28-OCT-06,7,37,"A",5,4,38,24,4,2,162
50211,1385,28-OCT-06,7,34,"A",5,4,34,39,3,2,162
50216,1390,28-OCT-06,7,7,"A",3,0,32,22,3,1,162
50222,1396,28-OCT-06,7,17,"A",3,2,26,25,3,1,162
50224,1398,29-OCT-06,1,31,"A",4,2,31,22,3,3,161
50225,1399,30-OCT-06,2,7,"A",6,5,31,19,3,2,160
50228,1402,30-OCT-06,2,13,"A",0,3,32,37,2,2,160
50230,1404,31-OCT-06,3,31,"A",2,1,33,24,3,2,159
50231,1405,31-OCT-06,3,27,"A",2,4,33,23,3,3,159
50232,1406,31-OCT-06,3,13,"A",2,5,24,34,3,1,159
50234,1408,01-NOV-06,4,26,"A",4,3,35,41,3,2,158
50237,1411,01-NOV-06,4,14,"A",5,3,35,31,2,3,158
50238,1412,01-NOV-06,4,32,"A",1,4,27,36,2,2,158
50239,1413,01-NOV-06,4,11,"A",2,3,25,29,2,2,158
50240,1414,01-NOV-06,4,23,"A",5,3,32,25,3,1,158
50241,1415,01-NOV-06,4,34,"A",4,2,35,42,3,2,158
50245,1419,02-NOV-06,5,34,"A",2,4,37,43,4,1,157
50248,1422,02-NOV-06,5,33,"A",5,2,30,30,4,1,157
50249,1423,02-NOV-06,5,26,"A",3,1,34,40,3,1,157
50250,1424,02-NOV-06,5,14,"A",1,4,38,31,2,1,157
50251,1425,03-NOV-06,6,11,"A",4,5,26,29,3,2,156
50253,1427,03-NOV-06,6,16,"A",3,2,33,19,3,2,156
50255,1429,04-NOV-06,7,33,"A",5,6,35,31,4,2,155
50256,1430,04-NOV-06,7,34,"A",4,1,33,40,4,2,155
50258,1432,04-NOV-06,7,15,"A",1,4,25,32,3,1,155
50259,1433,04-NOV-06,7,23,"A",4,3,32,22,3,3,155
50260,1434,04-NOV-06,7,24,"A",2,1,25,34,2,2,155
50261,1435,04-NOV-06,7,37,"A",4,1,37,35,4,1,155
50263,1437,04-NOV-06,7,36,"A",5,3,31,35,3,1,155
50264,1438,04-NOV-06,7,20,"A",4,6,19,27,3,3,155
50266,1440,04-NOV-06,7,11,"A",3,2,28,33,4,1,155
50267,1441,05-NOV-06,1,10,"A",4,3,47,27,2,1,154
50268,1442,06-NOV-06,2,30,"A",2,3,35,30,2,2,153
50270,1444,06-NOV-06,2,9,"A",3,5,26,35,2,2,153
50271,1445,06-NOV-06,2,33,"A",5,1,38,34,3,2,153
50273,1447,06-NOV-06,2,16,"A",1,2,32,20,2,3,153
50274,1448,07-NOV-06,3,18,"A",2,3,28,29,2,4,152
50277,1451,07-NOV-06,3,20,"A",6,5,22,30,2,3,152
50279,1453,08-NOV-06,4,33,"A",4,3,39,34,4,2,151
50280,1454,08-NOV-06,4,26,"A",4,3,33,35,3,3,151
50283,1457,09-NOV-06,5,13,"A",1,2,20,35,1,7,150
50284,1458,09-NOV-06,5,34,"A",6,4,35,34,3,3,150
50285,1459,09-NOV-06,5,36,"A",0,5,35,34,3,3,150
50287,1461,09-NOV-06,5,25,"A",3,1,28,29,3,3,150
50288,1462,09-NOV-06,5,16,"A",1,0,26,21,3,2,150
50289,1463,09-NOV-06,5,15,"A",4,2,21,32,2,5,150
50290,1464,09-NOV-06,5,7,"A",6,0,38,22,2,3,150
50292,1466,10-NOV-06,6,26,"A",5,2,33,31,2,2,149
50293,1467,10-NOV-06,6,18,"A",4,1,25,30,3,2,149
50295,1469,10-NOV-06,6,32,"A",1,3,28,35,2,1,149
50296,1470,10-NOV-06,6,23,"A",0,3,35,22,1,6,149
50298,1472,11-NOV-06,7,10,"A",5,4,46,28,3,1,148
50299,1473,11-NOV-06,7,21,"A",3,2,28,20,2,4,148
50300,1474,11-NOV-06,7,27,"A",3,4,40,28,4,1,148
50302,1476,11-NOV-06,7,19,"A",2,4,27,33,2,1,148
50303,1477,11-NOV-06,7,14,"A",0,1,38,32,2,4,148
50305,1479,11-NOV-06,7,37,"A",3,5,35,37,4,1,148
50306,1480,11-NOV-06,7,22,"A",1,5,34,28,2,4,148
50309,1483,12-NOV-06,1,21,"A",2,3,26,22,2,1,147
50312,1486,13-NOV-06,2,10,"A",7,4,42,31,2,2,146
50313,1487,13-NOV-06,2,18,"A",2,1,27,34,4,1,146
50314,1488,13-NOV-06,2,36,"A",4,1,30,34,3,2,146
50315,1489,13-NOV-06,2,31,"A",2,4,29,19,3,2,146
50316,1490,13-NOV-06,2,22,"A",6,3,30,29,2,2,146
50317,1491,13-NOV-06,2,28,"A",2,3,22,39,3,2,146
50319,1493,14-NOV-06,3,24,"A",2,3,22,27,3,3,145
50322,1496,15-NOV-06,4,9,"A",3,2,31,40,2,4,144
50323,1497,15-NOV-06,4,28,"A",7,4,23,38,3,2,144
50324,1498,15-NOV-06,4,27,"A",4,2,37,35,4,2,144
50325,1499,15-NOV-06,4,26,"A",1,2,33,29,4,1,144
50326,1500,15-NOV-06,4,23,"A",5,4,30,23,2,4,144
50327,1501,15-NOV-06,4,31,"A",4,3,28,23,3,2,144
50328,1502,15-NOV-06,4,25,"A",3,0,27,29,1,6,144
50331,1505,16-NOV-06,5,21,"A",7,6,28,26,3,2,143
50332,1506,16-NOV-06,5,13,"A",2,3,15,30,3,4,143
50335,1509,16-NOV-06,5,28,"A",4,3,28,39,4,1,143
50336,1510,17-NOV-06,6,13,"A",4,3,13,28,3,1,142
